날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2013.6.7,108,25.7,20.7,31.1
2013.6.8,108,26.4,21,31.2
2013.6.9,108,27.4,22.3,32.4
2013.6.10,108,27.5,21.6,32.2
2013.6.11,108,23.7,20.5,26.7
2013.6.12,108,20.5,19.6,22.5
2013.6.13,108,23,18.8,27.5
2013.6.14,108,24.6,20.9,29.7
2013.6.15,108,24.6,21.3,29.1
2013.6.16,108,22.5,19.8,27.5
2013.6.17,108,22.3,19.9,25.8
2013.6.18,108,21.7,20.5,23.1
2013.6.19,108,24.3,20.6,29.6
2013.6.20,108,25.8,20.9,31.1
2013.6.21,108,26.6,22.9,31.8
2013.6.22,108,25.1,22.7,29.6
2013.6.23,108,22.9,20.6,26.2
2013.6.24,108,23.5,19.6,29.4
2013.6.25,108,25.1,21,29.8
2013.6.26,108,24.5,21.1,29.7
2013.6.27,108,25.1,20.4,31.8
2013.6.28,108,25.5,21.5,30.6
2013.6.29,108,27.2,21.8,32.6
2013.6.30,108,27.7,23.4,31.9
2013.7.1,108,27.1,23.9,31.3
2013.7.2,108,24.3,21.5,27.9
2013.7.3,108,25.2,20.5,30.7
2013.7.4,108,24.9,23.1,27.6
2013.7.5,108,25.6,22.1,30.2
2013.7.6,108,25.2,21.6,30.6
2013.7.7,108,24.9,22.4,29.5
2013.7.8,108,24.3,22.3,26.3
2013.7.9,108,24.5,23.5,26.2
2013.7.10,108,25.3,24.6,26.1
2013.7.11,108,24.6,23.8,25.1
2013.7.12,108,23.6,23.2,24.3
2013.7.13,108,24.2,22.2,25.6
2013.7.14,108,24.1,23.1,25.4
2013.7.15,108,26.5,23.6,29.1
2013.7.16,108,26.9,25.2,28.8
2013.7.17,108,24.2,23.5,25.7
2013.7.18,108,25.1,23.8,27.7
2013.7.19,108,26.8,23.3,30.5
2013.7.20,108,27,25.3,30.3
2013.7.21,108,26.8,25.6,28.4
2013.7.22,108,26.4,24.1,29.4
2013.7.23,108,25.7,24.7,26.4
2013.7.24,108,24.7,23.2,27.6
2013.7.25,108,26,22.9,30.2
2013.7.26,108,26.5,23.1,31.1
2013.7.27,108,26.2,23.1,31.2
2013.7.28,108,25.3,23.9,26.7
2013.7.29,108,26.5,24.4,29.6
2013.7.30,108,26.3,24,29.9
2013.7.31,108,26.4,24.7,29
2013.8.1,108,28,24.5,32.1
2013.8.2,108,27.4,25.2,29.3
2013.8.3,108,28.9,26.7,32.6
2013.8.4,108,28.3,26.4,31.3
2013.8.5,108,27.7,26.4,30.1
2013.8.6,108,26.4,23,27.6
2013.8.7,108,28.7,25,32.1
2013.8.8,108,29.3,27.3,32.8
2013.8.9,108,29.2,27.9,30.8
2013.8.10,108,28,25.8,29.4
2013.8.11,108,28.7,24.2,33.2
2013.8.12,108,29.3,27.1,32.6
2013.8.13,108,29,26.6,32.9
2013.8.14,108,28.6,26.2,32
2013.8.15,108,28.7,25.8,32.4
2013.8.16,108,28.7,26.1,31.7
2013.8.17,108,28.7,27.1,31.6
2013.8.18,108,28.3,26,31.5
2013.8.19,108,28.2,25.7,32.3
2013.8.20,108,27.4,23,32.3
2013.8.21,108,28.8,24.2,33.9
2013.8.22,108,29.3,26.3,32.3
2013.8.23,108,25.7,23.7,28.7
2013.8.24,108,26.6,21.9,31.5
2013.8.25,108,27.1,22,32.1
2013.8.26,108,27,22.8,31.6
2013.8.27,108,25.6,22.5,29.3
2013.8.28,108,26.4,22.7,30.8
2013.8.29,108,25.5,24.5,26.7
2013.8.30,108,25.1,22.3,28.3
2013.8.31,108,24,21.1,27.9
2013.9.1,108,23.5,19.8,28.2
2013.9.2,108,22.4,17.3,26.9
2013.9.3,108,21.7,16.4,26.8
2013.9.4,108,22,16.4,27.5
2013.9.5,108,21.2,17.9,24.1
2013.9.6,108,20.8,19,23.1
2013.9.7,108,21.9,17.9,26.9
2013.9.8,108,22.9,18.4,27.9
2013.9.9,108,23,19.8,26.5
2013.9.10,108,22,19.1,25.2
2013.9.11,108,20.1,19.1,20.9
2013.9.12,108,23,20.3,26.3
2013.9.13,108,22.9,20.9,25.2
2013.9.14,108,23.1,21.5,25.3
2013.9.15,108,23.4,20.3,28.2
2013.9.16,108,20.9,15.2,27
2013.9.17,108,22.6,17,29.3
2013.9.18,108,24.4,17.5,31.1
2013.9.19,108,24.7,20.5,30.2
2013.9.20,108,23.4,20.1,28
2013.9.21,108,23.8,19.9,27.8
2013.9.22,108,23.1,20.4,27.2
2013.9.23,108,23.8,18.6,29
2013.9.24,108,22,20,23.9
2013.9.25,108,19.5,15.3,24.2
2013.9.26,108,17.3,12.7,22.5
2013.9.27,108,17.9,10.9,24
2013.9.28,108,17.4,15.2,19.9
2013.9.29,108,17.2,14.7,19.7
2013.9.30,108,20.7,18,25.5
2013.10.1,108,21.6,17.2,27.2
2013.10.2,108,19.4,15,22.8
2013.10.3,108,16.3,11,21.3
2013.10.4,108,17.4,10.7,25.1
2013.10.5,108,20,12.6,28.1
2013.10.6,108,20.8,15.4,25.7
2013.10.7,108,22.8,19.8,26.9
2013.10.8,108,20,18,21.8
2013.10.9,108,20.5,15.5,26.4
2013.10.10,108,21.1,15.9,26.4
2013.10.11,108,18.1,14.1,20.7
2013.10.12,108,16.4,11,21.5
2013.10.13,108,17.3,12.2,23.4
2013.10.14,108,18.3,13.3,24.4
2013.10.15,108,12,7.7,17.4
2013.10.16,108,11.2,6.1,16.8
2013.10.17,108,12.4,6.8,18.9
2013.10.18,108,13.6,8.1,20.2
2013.10.19,108,14.6,9.8,19.5
2013.10.20,108,16.7,11.7,22.9
2013.10.21,108,16.2,12,22.2
2013.10.22,108,15.9,11.3,21.7
2013.10.23,108,16.2,12.2,22.1
2013.10.24,108,13.1,7.8,18.5
2013.10.25,108,9.3,5.3,14.5
2013.10.26,108,10,4.3,15.7
2013.10.27,108,11.4,5.1,18
2013.10.28,108,11.6,6.7,16.7
2013.10.29,108,12.7,9.5,16.5
2013.10.30,108,10.5,6.4,16.2
2013.10.31,108,11.7,5.5,18.8
2013.11.1,108,14.8,8.6,20.7
2013.11.2,108,11.6,8.6,14.9
2013.11.3,108,11.9,7.8,16.7
2013.11.4,108,12.6,9.2,17.6
2013.11.5,108,12.3,7.5,18.5
2013.11.6,108,12.2,9,15.9
2013.11.7,108,12.2,7.5,15.8
2013.11.8,108,9,4,14.5
2013.11.9,108,11.6,9.2,15.5
2013.11.10,108,5.5,2.1,10.4
2013.11.11,108,2.6,-1.4,7.5
2013.11.12,108,3.4,-1.1,8.5
2013.11.13,108,4.8,-0.9,11.4
2013.11.14,108,6.7,3.1,9.9
2013.11.15,108,8.2,5.8,12.4
2013.11.16,108,7,2.4,12
2013.11.17,108,5.2,2.2,7.6
2013.11.18,108,1.1,-1.5,4.2
2013.11.19,108,1.1,-1.7,3.8
2013.11.20,108,1.5,-1.9,5.9
2013.11.21,108,2.6,-1.4,7.3
2013.11.22,108,4.6,-0.7,10.5
2013.11.23,108,7.1,2.2,12.5
2013.11.24,108,7.3,4.4,10.6
2013.11.25,108,4.7,-0.1,10.2
2013.11.26,108,2.1,-2.4,5.8
2013.11.27,108,0,-4.3,4.7
2013.11.28,108,-3.8,-6.4,-0.9
2013.11.29,108,-0.7,-5.4,4.8
2013.11.30,108,5.3,-1.1,10.6
2013.12.1,108,4.5,1.4,8.6
2013.12.2,108,3.9,0.1,6.6
2013.12.3,108,6.7,4.5,9.9
2013.12.4,108,5.5,2.1,9.6
2013.12.5,108,5.5,2.1,9
2013.12.6,108,3,-0.7,7
2013.12.7,108,6.2,3.8,11
2013.12.8,108,4.2,2.5,6.5
2013.12.9,108,3.8,1.9,5.2
2013.12.10,108,0.3,-2.2,3.5
2013.12.11,108,-1.7,-4.3,0.2
2013.12.12,108,-3.2,-6.3,0.3
2013.12.13,108,-6.8,-8.9,-4.3
2013.12.14,108,-4.9,-8.5,-1.4
2013.12.15,108,-4.4,-8,0.7
2013.12.16,108,-3.6,-7.3,0.5
2013.12.17,108,-0.3,-5.5,4.7
2013.12.18,108,2.2,-0.9,6.5
2013.12.19,108,-3.5,-6.5,-0.9
2013.12.20,108,-4,-8.1,-0.1
2013.12.21,108,-3.1,-6.3,0.9
2013.12.22,108,-2.1,-6.8,3.1
2013.12.23,108,-1.1,-3.7,2.3
2013.12.24,108,-1.6,-5.9,4
2013.12.25,108,-0.5,-4.4,3.7
2013.12.26,108,-0.5,-4,2.7
2013.12.27,108,-6.8,-9.3,-3.7
2013.12.28,108,-6.5,-9.8,-2.7
2013.12.29,108,-2.9,-8,1.6
2013.12.30,108,2.2,-1.9,6.3
2013.12.31,108,3.8,0.5,8
2014.1.1,108,4,0.3,7.9
2014.1.2,108,1.5,-1.3,6.2
2014.1.3,108,2.3,-1.1,7.3
2014.1.4,108,-0.1,-3.7,5.6
2014.1.5,108,-0.8,-4.3,3.8
2014.1.6,108,0.8,-3.7,6.4
2014.1.7,108,3,0.3,5.5
2014.1.8,108,0.5,-5.7,4
2014.1.9,108,-7.8,-10.4,-4.3
2014.1.10,108,-4.7,-9.3,-0.9
2014.1.11,108,-1.7,-5.4,2.4
2014.1.12,108,-2.4,-7.7,2.5
2014.1.13,108,-6.2,-10.5,-1.6
2014.1.14,108,-4.3,-8.9,1.1
2014.1.15,108,-2.9,-7.6,2.2
2014.1.16,108,0.1,-4,3.6
2014.1.17,108,-0.1,-3.7,3.8
2014.1.18,108,-2.2,-4.9,0.8
2014.1.19,108,-2.6,-7.4,2.4
2014.1.20,108,-1.5,-4.2,1.9
2014.1.21,108,-5.5,-7.2,-3.1
2014.1.22,108,-3.9,-9.5,1.6
2014.1.23,108,-0.8,-5.2,4.1
2014.1.24,108,3,-1.1,5.7
2014.1.25,108,4.2,-0.4,6.3
2014.1.26,108,-2.1,-5.3,2.3
2014.1.27,108,0.2,-5.4,6
2014.1.28,108,1.5,-3,4.6
2014.1.29,108,2.2,-5.3,8.2
2014.1.30,108,4,-1,6.5
2014.1.31,108,1.3,-4.3,7
2014.2.1,108,4.9,3.7,6
2014.2.2,108,4.9,2.8,6.5
2014.2.3,108,-3.5,-8.2,2.8
2014.2.4,108,-7.4,-10.5,-3.7
2014.2.5,108,-4.8,-8.9,0.3
2014.2.6,108,-1.3,-5.2,4.5
2014.2.7,108,2.4,-2,7.6
2014.2.8,108,0.2,-1.5,2.5
2014.2.9,108,-1.6,-3.4,0.7
2014.2.10,108,-0.1,-2.9,4.4
2014.2.11,108,0.2,-3.8,5.2
2014.2.12,108,1.2,-2,5.1
2014.2.13,108,1.9,-2.1,6.5
2014.2.14,108,2.7,-0.7,7.6
2014.2.15,108,2.7,-1.9,8.5
2014.2.16,108,2.8,-1.1,8.1
2014.2.17,108,4.2,0.9,8.5
2014.2.18,108,2.5,0.3,5.4
2014.2.19,108,2.1,-1.9,6.7
2014.2.20,108,1.2,-1.2,5.5
2014.2.21,108,0.9,-4,6.9
2014.2.22,108,2.2,-2.1,7.4
2014.2.23,108,3.1,-1.8,8.5
2014.2.24,108,4.1,-0.3,9.3
2014.2.25,108,5.7,0.6,12.3
2014.2.26,108,8.4,1.4,16.4
2014.2.27,108,7.7,3.8,13.1
2014.2.28,108,6.7,1.3,12.3
2014.3.1,108,6,3.3,9.4
2014.3.2,108,4.5,-0.2,10.1
2014.3.3,108,5.2,-1,11.9
2014.3.4,108,6.3,2.2,12.3
2014.3.5,108,1.4,-1.4,5.3
2014.3.6,108,0.3,-3,5
2014.3.7,108,-0.6,-4.6,4.3
2014.3.8,108,2,-2.2,7
2014.3.9,108,1.4,-1.6,4.8
2014.3.10,108,1.5,-3.6,7.7
2014.3.11,108,4.5,-0.9,9.4
2014.3.12,108,6.9,4,9.5
2014.3.13,108,5.2,1.6,8.3
2014.3.14,108,3.4,-1.5,8.5
2014.3.15,108,6.8,0.1,13.4
2014.3.16,108,11.3,5.7,18.5
2014.3.17,108,12.6,6.9,19.4
2014.3.18,108,10.5,7.7,16
2014.3.19,108,9.6,7.4,12.3
2014.3.20,108,6.3,2.8,10.3
2014.3.21,108,5.9,1.2,12
2014.3.22,108,8.6,2.3,15.5
2014.3.23,108,9.6,4.6,15.5
2014.3.24,108,10.9,4.6,15.3
2014.3.25,108,14.6,11.9,18.2
2014.3.26,108,15.4,11.8,21.9
2014.3.27,108,13.5,7.7,20.4
2014.3.28,108,16.6,11.3,23.8
2014.3.29,108,15,13.2,18
2014.3.30,108,14.9,10.2,20.6
2014.3.31,108,14.5,8.8,20.2
2014.4.1,108,15.6,9.5,23
2014.4.2,108,15.5,9.9,21.9
2014.4.3,108,10.2,5.5,13.6
2014.4.4,108,6.6,2.3,11.7
2014.4.5,108,6.2,3.5,11
2014.4.6,108,7.4,2.3,12.8
2014.4.7,108,10.3,4.9,16.7
2014.4.8,108,11.9,5.7,19.7
2014.4.9,108,10.3,7,15.3
2014.4.10,108,12.5,7.2,20
2014.4.11,108,13.6,10.1,18.7
2014.4.12,108,14.3,11.1,17.2
2014.4.13,108,17.2,13.2,24.3
2014.4.14,108,16.3,12.1,22.4
2014.4.15,108,12.9,9.3,16.8
2014.4.16,108,14,10,19.4
2014.4.17,108,14.7,8.4,20.9
2014.4.18,108,15.9,12,23
2014.4.19,108,14,11.4,18.4
2014.4.20,108,14.6,10,21.6
2014.4.21,108,15.1,9.8,21.4
2014.4.22,108,16,9.6,23.3
2014.4.23,108,17.2,10.4,24.9
2014.4.24,108,18.6,12.1,26.2
2014.4.25,108,19,12.3,25.9
2014.4.26,108,18.7,13.3,25.4
2014.4.27,108,15.6,13.6,18.3
2014.4.28,108,13.6,12.2,15
2014.4.29,108,15,11.9,18.9
2014.4.30,108,16.1,11.4,21.4
2014.5.1,108,16,10.4,22.1
2014.5.2,108,15.7,11.1,24.8
2014.5.3,108,13.1,8,19.3
2014.5.4,108,12.3,8.5,20.5
2014.5.5,108,11.3,6.8,15.5
2014.5.6,108,13.1,7.6,19
2014.5.7,108,15.7,8.7,22.3
2014.5.8,108,14.5,11.5,19.5
2014.5.9,108,16.8,9.8,23.8
2014.5.10,108,20.5,12.9,28.3
2014.5.11,108,18.9,15.9,23.8
2014.5.12,108,16.4,13.6,20.4
2014.5.13,108,19.2,11.9,25.6
2014.5.14,108,19.6,15.3,25.9
2014.5.15,108,18.2,14.5,23.7
2014.5.16,108,19,12.3,26.2
2014.5.17,108,20,14.3,26.2
2014.5.18,108,20.3,13.7,27.1
2014.5.19,108,20,14.1,26.2
2014.5.20,108,21.5,16.1,28.4
2014.5.21,108,20.1,15.9,26.5
2014.5.22,108,20.9,13.6,28.3
2014.5.23,108,22,17.6,27.8
2014.5.24,108,21.3,16.9,27.9
2014.5.25,108,20.5,18.3,24.9
2014.5.26,108,19.4,16.5,24.7
2014.5.27,108,22.8,16.7,28.3
2014.5.28,108,24,19.9,29.8
2014.5.29,108,23.2,17.5,30.9
2014.5.30,108,24.8,17.3,31.8
2014.5.31,108,26.2,20.5,33.3
2014.6.1,108,24.7,20.4,29.9
2014.6.2,108,22.6,20.6,24.6
2014.6.3,108,18.7,17.5,21
2014.6.4,108,22.8,18.7,27.8
2014.6.5,108,22.9,20.4,26.1
2014.6.6,108,24.4,18.8,31.1
2014.6.7,108,23.5,19.7,27.1
2014.6.8,108,21.4,19.2,24.5
2014.6.9,108,22.9,18.5,28.7
2014.6.10,108,23.6,20,29.3
2014.6.11,108,20.5,18.3,26.9
2014.6.12,108,21.2,17.3,27.1
2014.6.13,108,21.3,18.4,25.8
2014.6.14,108,22.5,18.3,27.7
2014.6.15,108,23.2,19.5,28.5
2014.6.16,108,23.9,19.1,29
2014.6.17,108,24.5,21.5,30.7
2014.6.18,108,24.4,20.5,29.1
2014.6.19,108,22.5,20.8,25.6
2014.6.20,108,24.2,20.7,28.6
2014.6.21,108,23.1,19.8,28.2
2014.6.22,108,23.7,20.2,29
2014.6.23,108,21,19.4,23.2
2014.6.24,108,22.9,19.4,27.2
2014.6.25,108,23.8,20.2,29
2014.6.26,108,24.4,20.2,29.5
2014.6.27,108,24.1,20.6,29.5
2014.6.28,108,23.8,21.3,28.4
2014.6.29,108,24.1,20.9,29.8
2014.6.30,108,25.3,21.2,30.2
2014.7.1,108,26,21.1,31.2
2014.7.2,108,25.7,22.1,31.1
2014.7.3,108,22.6,21.4,24.7
2014.7.4,108,26.8,21.6,32.3
2014.7.5,108,25.7,22.3,29.7
2014.7.6,108,25.7,23,29.5
2014.7.7,108,27.1,20.8,33.8
2014.7.8,108,25.9,23.7,29.3
2014.7.9,108,27.6,25.6,33
2014.7.10,108,28.9,24.6,33.6
2014.7.11,108,27.1,23,32.8
2014.7.12,108,25.3,22.9,29.6
2014.7.13,108,25.4,23,29.4
2014.7.14,108,26.4,22.8,30.7
2014.7.15,108,26.8,23.9,32.3
2014.7.16,108,26.6,23.5,32.2
2014.7.17,108,25.9,23.6,29.6
2014.7.18,108,26.1,22.6,30.6
2014.7.19,108,27,24.7,30.7
2014.7.20,108,27.9,24.6,33.2
2014.7.21,108,27.3,24.4,31.6
2014.7.22,108,25.9,24.6,28.2
2014.7.23,108,23.6,21.7,25.2
2014.7.24,108,21.9,19.1,24.5
2014.7.25,108,27.5,22.1,33.7
2014.7.26,108,22.6,20.8,27.3
2014.7.27,108,25,21.4,30.6
2014.7.28,108,26.6,21.6,31.3
2014.7.29,108,26.5,23.4,30.1
2014.7.30,108,28.6,25,33.5
2014.7.31,108,28.6,25.8,34.4
2014.8.1,108,30.2,24.7,34.7
2014.8.2,108,31.4,28.7,35.8
2014.8.3,108,26.5,24.1,30.5
2014.8.4,108,26.4,24.7,29.6
2014.8.5,108,26.6,25,29.2
2014.8.6,108,24.4,22.5,26.2
2014.8.7,108,24.7,22.6,27.1
2014.8.8,108,26.1,21.9,30.6
2014.8.9,108,26.5,22.3,31.6
2014.8.10,108,23.4,19.6,27.7
2014.8.11,108,23.7,18.3,28.6
2014.8.12,108,25.8,22.3,30.4
2014.8.13,108,24.2,22.5,26.7
2014.8.14,108,22.3,21.4,24.2
2014.8.15,108,24.9,20.9,29.6
2014.8.16,108,26.1,22.2,31.8
2014.8.17,108,24,22.9,25
2014.8.18,108,22.3,20.9,24.4
2014.8.19,108,22.3,20.4,25.3
2014.8.20,108,24.8,22.4,28
2014.8.21,108,23.1,21.8,24.6
2014.8.22,108,24.7,21.8,28.2
2014.8.23,108,25.2,22.8,29.7
2014.8.24,108,25.6,20.7,30.7
2014.8.25,108,25.9,24.1,28.6
2014.8.26,108,25.4,21.6,29.6
2014.8.27,108,24.6,21.1,28.6
2014.8.28,108,25.1,19.8,30.7
2014.8.29,108,25.2,21,30.1
2014.8.30,108,24.6,19.9,30.7
2014.8.31,108,24.1,20.7,29
2014.9.1,108,24.1,20.4,29.7
2014.9.2,108,23.1,19.3,27.7
2014.9.3,108,19.1,17.4,20.6
2014.9.4,108,22.4,18,27.6
2014.9.5,108,23.8,20,29
2014.9.6,108,25.2,20.3,30.8
2014.9.7,108,25.3,19.8,31.3
2014.9.8,108,24.8,20.6,30.2
2014.9.9,108,23.3,19.9,28.2
2014.9.10,108,22.4,16.7,28.9
2014.9.11,108,23.3,17.5,29.2
2014.9.12,108,21.3,18.6,26.6
2014.9.13,108,23.1,18.6,28.3
2014.9.14,108,23,18.2,28.4
2014.9.15,108,23.1,20.6,27.5
2014.9.16,108,21.3,15.8,27
2014.9.17,108,20.2,17.6,22.6
2014.9.18,108,20.6,16.2,27
2014.9.19,108,21.4,14.9,28.4
2014.9.20,108,21.6,15.4,28.1
2014.9.21,108,20.2,17.5,25.6
2014.9.22,108,21.4,15,27.9
2014.9.23,108,23,18.1,29
2014.9.24,108,20.3,18,23.8
2014.9.25,108,22.2,17.7,27.7
2014.9.26,108,21,18.6,24.2
2014.9.27,108,21.4,18.3,25.1
2014.9.28,108,21.7,19.2,24.7
2014.9.29,108,19.4,17.7,20.7
2014.9.30,108,18.9,15.4,23.7
2014.10.1,108,19.2,14.9,24.4
2014.10.2,108,18.1,17.1,20.1
2014.10.3,108,16.1,13.4,20.8
2014.10.4,108,16.9,11.6,23
2014.10.5,108,17.1,12.5,23.2
2014.10.6,108,16.6,10.5,22.6
2014.10.7,108,16.1,11.6,22.5
2014.10.8,108,16.7,10,23.6
2014.10.9,108,18.6,12.4,25.4
2014.10.10,108,19,12.5,26.3
2014.10.11,108,19.4,13.6,25.6
2014.10.12,108,21.2,13.9,29
2014.10.13,108,17.4,11,21.7
2014.10.14,108,13.8,8.5,20
2014.10.15,108,13.8,8.9,20
2014.10.16,108,13.2,9.3,18
2014.10.17,108,13.6,6.6,21.2
2014.10.18,108,15.5,9.4,22.5
2014.10.19,108,17,11.2,22.7
2014.10.20,108,14.4,12.9,17.1
2014.10.21,108,13.8,11.9,15.7
2014.10.22,108,13.6,10.4,18.7
2014.10.23,108,13.8,8.5,20.6
2014.10.24,108,15.1,9.9,21
2014.10.25,108,16.5,12.9,22.2
2014.10.26,108,16,11.6,19.9
2014.10.27,108,10.7,6.1,16.9
2014.10.28,108,10.2,2.7,19.4
2014.10.29,108,12.1,4.9,20.8
2014.10.30,108,14.2,7.7,20.8
2014.10.31,108,15,12.8,18.2
2014.11.1,108,17.3,15.1,22.9
2014.11.2,108,12,7.1,15.4
2014.11.3,108,9.3,3.8,14.8
2014.11.4,108,11.3,5.4,18.5
2014.11.5,108,12.4,6.4,18.4
2014.11.6,108,13.5,9.5,17.7
2014.11.7,108,9.8,5.1,16.5
2014.11.8,108,9.9,6.9,15.1
2014.11.9,108,10,6.3,15.5
2014.11.10,108,9.4,3.5,16.5
2014.11.11,108,9.4,4.6,14.5
2014.11.12,108,6,-1.3,10
2014.11.13,108,-0.2,-3.1,4.3
2014.11.14,108,4.2,-1.4,10
2014.11.15,108,4.1,-0.5,9.5
2014.11.16,108,6.6,2.6,12.4
2014.11.17,108,6.2,3.8,9
2014.11.18,108,5,1.7,10.4
2014.11.19,108,5.6,-0.6,12.6
2014.11.20,108,7.9,2.7,14.6
2014.11.21,108,11.3,5.9,16.5
2014.11.22,108,11,8,12.7
2014.11.23,108,9,6.3,12.3
2014.11.24,108,9.8,8,13.2
2014.11.25,108,10.2,6.6,15.1
2014.11.26,108,11,8.2,16.3
2014.11.27,108,10.4,6.7,14.9
2014.11.28,108,8.8,6.5,10.1
2014.11.29,108,8.3,5.5,12.8
2014.11.30,108,9.1,7.2,11.1
2014.12.1,108,-1.1,-7.2,7.9
2014.12.2,108,-5.4,-8.2,-2.7
2014.12.3,108,-3.3,-6.5,-0.5
2014.12.4,108,-4.6,-7.4,-0.2
2014.12.5,108,-6.6,-10.1,-2.5
2014.12.6,108,-5.6,-8.8,-0.5
2014.12.7,108,-3.4,-8.2,0.2
2014.12.8,108,-1.6,-4.8,2.7
2014.12.9,108,-2.4,-7.4,4.1
2014.12.10,108,1.6,-1.9,4.2
2014.12.11,108,-1.5,-5.2,3.2
2014.12.12,108,-3.8,-7,0.5
2014.12.13,108,-5.2,-7.3,-2
2014.12.14,108,-3.6,-8.6,0.6
2014.12.15,108,-0.1,-1.7,2
2014.12.16,108,-4.9,-9.4,1.7
2014.12.17,108,-9,-11.1,-5.2
2014.12.18,108,-8.3,-13.2,-2.2
2014.12.19,108,-3.8,-8.1,0
2014.12.20,108,-1.7,-6.6,2.1
2014.12.21,108,-6.4,-9,-1.3
2014.12.22,108,-4.7,-9.7,0.8
2014.12.23,108,-1.3,-5.7,1.8
2014.12.24,108,1.7,-3.1,6.4
2014.12.25,108,-2.6,-5.9,1.8
2014.12.26,108,-3.2,-7.4,2.5
2014.12.27,108,-1.8,-6.3,5
2014.12.28,108,-0.8,-3.6,1.6
2014.12.29,108,2.9,-0.5,6.4
2014.12.30,108,1.9,-1.6,6.3
2014.12.31,108,-1.9,-6.9,1.7
2015.1.1,108,-7.7,-9.8,-4.3
2015.1.2,108,-6,-9,-1.9
2015.1.3,108,-2.7,-9.2,3.1
2015.1.4,108,2.5,0.2,8.5
2015.1.5,108,3.7,-1.1,7.9
2015.1.6,108,-3.2,-7.6,4
2015.1.7,108,-5.5,-8.9,-0.6
2015.1.8,108,-5.1,-9.5,-0.2
2015.1.9,108,-2.1,-6.8,3.5
2015.1.10,108,-0.3,-5.6,4.8
2015.1.11,108,-0.4,-4.3,2.5
2015.1.12,108,-2.7,-7.3,3.7
2015.1.13,108,0.2,-5.1,5.8
2015.1.14,108,2.5,-0.3,6.1
2015.1.15,108,2.8,-1.1,9
2015.1.16,108,0.8,-2.5,3.4
2015.1.17,108,-4.1,-7.7,0
2015.1.18,108,-1.3,-6.5,2.1
2015.1.19,108,-0.1,-4,3.1
2015.1.20,108,-0.9,-6.4,4.4
2015.1.21,108,2.6,-1.2,6.5
2015.1.22,108,3.1,0.8,7.1
2015.1.23,108,1.2,-1.6,4.9
2015.1.24,108,3.7,0.8,8.4
2015.1.25,108,3,1.1,5
2015.1.26,108,3.6,0.2,6.5
2015.1.27,108,-3.6,-7.4,0.5
2015.1.28,108,-4.1,-9.1,2.7
2015.1.29,108,-1.1,-4.6,3
2015.1.30,108,-3.3,-7,0.8
2015.1.31,108,-4.5,-8.5,0.8
2015.2.1,108,-3,-8.2,3.6
2015.2.2,108,-0.6,-5.3,6.4
2015.2.3,108,0.6,-3.5,7.2
2015.2.4,108,0.4,-3.1,5.8
2015.2.5,108,-0.1,-3.8,4.8
2015.2.6,108,0.4,-4.3,6.5
2015.2.7,108,1.2,-2.7,5.7
2015.2.8,108,-9.8,-11.9,-2.8
2015.2.9,108,-5.7,-13,-0.1
2015.2.10,108,1.7,-2,5.8
2015.2.11,108,2.7,-0.8,8
2015.2.12,108,-2.2,-4.7,1.6
2015.2.13,108,-1.6,-6.4,4
2015.2.14,108,2,-3.1,6.6
2015.2.15,108,7.9,3.2,13
2015.2.16,108,5,4.1,7.9
2015.2.17,108,1.9,0.5,4.1
2015.2.18,108,0.8,-1.5,3.3
2015.2.19,108,2.2,-2.7,8.6
2015.2.20,108,5.2,-1.3,11.4
2015.2.21,108,5.7,4.8,6.7
2015.2.22,108,3.5,-0.7,7
2015.2.23,108,0.9,-2.4,5.9
2015.2.24,108,2.1,-1.1,7.5
2015.2.25,108,5.4,0.2,12.5
2015.2.26,108,1.2,-3.5,4.7
2015.2.27,108,-1.3,-5.6,4.8
2015.2.28,108,2.7,-2,6.4
2015.3.1,108,2.4,-0.2,5.9
2015.3.2,108,3.9,-1.9,9.7
2015.3.3,108,2.8,-1.3,6.7
2015.3.4,108,-2.1,-4.6,1.4
2015.3.5,108,-0.3,-5.4,5.5
2015.3.6,108,2.9,-3.2,10.4
2015.3.7,108,4.2,-2.3,11
2015.3.8,108,7.7,0.4,15.1
2015.3.9,108,2.2,-5.4,8.2
2015.3.10,108,-3.4,-6.9,1
2015.3.11,108,0.4,-5.1,7.5
2015.3.12,108,2.1,-3.5,6.7
2015.3.13,108,5.6,1.8,11
2015.3.14,108,4.3,-1.2,11.6
2015.3.15,108,5.5,0,12.5
2015.3.16,108,9.8,1.3,18.6
2015.3.17,108,10.7,6.9,16.1
2015.3.18,108,10.7,8.4,14.4
2015.3.19,108,12.4,6.5,21
2015.3.20,108,13.4,7.6,21.9
2015.3.21,108,11.7,6.9,17.8
2015.3.22,108,8.3,2.2,14.9
2015.3.23,108,4.6,0,10.1
2015.3.24,108,5.4,-0.9,12.4
2015.3.25,108,6.5,0.1,14.2
2015.3.26,108,7.9,1.6,14.8
2015.3.27,108,9.1,3.2,16.2
2015.3.28,108,9.7,2.5,17
2015.3.29,108,10.5,7,16.5
2015.3.30,108,13.2,5.9,20.8
2015.3.31,108,12.9,10,14.9
2015.4.1,108,12.9,10,17.6
2015.4.2,108,14.8,8.5,21.8
2015.4.3,108,10.6,6.9,15.1
2015.4.4,108,13.5,8.9,18.5
2015.4.5,108,10.5,10.1,12.2
